MovesDone Score
21232	625952
73	1302
226	6078
188	4763
132	3038
3235	96397
653	18851
14099	425071
5008	149973
4752	140934
868	25487
6825	205443
1778	52595
2412	71376
349	9839
3757	110965
